연번,상가유형,호선,역명,상가번호,면적,계약시작일자,계약종료일자,월임대료,사업진행단계
1076,네트워크,6,안암역,639-202,40.99,2022-08-01,2027-12-29,2417302,
1077,공실,6,안암역,639-203,30,,,,1단계. 사업계획 수립중
1078,공실(임대진행),6,안암역,639-204,27,,,,3단계. 감정평가
1079,네트워크,6,고려대역,640-101,35,2022-02-03,2027-05-04,7763133,
1080,공실(임대진행),6,고려대역,640-102,38.4,,,,5단계. 입찰공고
1081,네트워크,6,고려대역,640-103,63,2022-09-06,2028-01-04,1660862,
1082,네트워크,6,고려대역,640-104,37,2022-09-06,2028-01-04,,
1083,네트워크,6,고려대역,640-105,25,2022-09-06,2028-01-04,,
1084,네트워크,6,월곡역,641-101,35,2022-02-03,2027-05-04,8190105,
1085,공실,6,월곡역,641-102,27,,,,2단계. 시설물 점검
1086,공실(임대진행),6,월곡역,641-103,30,,,,3단계. 감정평가
1087,개별(일반),6,월곡역,641-201,31.83,2018-11-27,2023-12-26,1050000,
1088,공실,6,월곡역,641-202,16,,,,1단계. 사업계획 수립중
1089,네트워크,6,월곡역,641-203,58,2022-08-01,2027-12-29,1315554,
1090,네트워크,6,상월곡역,642-201,38.4,2022-02-03,2027-05-04,3108802,
1091,공실,6,상월곡역,642-205,95,,,,2단계. 시설물 점검
1092,네트워크,6,돌곶이역,643-101,37.8,2022-02-03,2027-05-04,6371979,
1093,공실(임대진행),6,돌곶이역,643-102,53,,,,5단계. 입찰공고
1094,개별(일반),6,돌곶이역,643-103,30,2022-08-30,2027-09-29,1600000,
1095,개별(일반),6,돌곶이역,643-104,41,2020-07-24,2025-08-23,3270000,
1096,네트워크,6,돌곶이역,643-105,22,2022-09-07,2028-02-04,967452,
1097,개별(일반),6,돌곶이역,643-106,15,2022-08-30,2027-09-29,700000,
1098,공실,6,돌곶이역,643-107,37,,,,2단계. 시설물 점검
1099,공실,6,석계역,644-102,72,,,,2단계. 시설물 점검
1100,공실,6,석계역,644-103,17,,,,1단계. 사업계획 수립중
1101,공실,6,석계역,644-104,17,,,,1단계. 사업계획 수립중
1102,공실,6,석계역,644-105,17,,,,1단계. 사업계획 수립중
1103,공실,6,석계역,644-106,33,,,,1단계. 사업계획 수립중
1104,공실,6,석계역,644-107,29,,,,1단계. 사업계획 수립중
1105,네트워크,6,석계역,644-202,25.7,2021-09-06,2026-11-05,6595610,
1106,네트워크,6,석계역,644-205,58,2022-02-03,2027-05-04,11771128,
1107,공실,6,석계역,644-209,30,,,,1단계. 사업계획 수립중
1108,공실,6,석계역,644-210,49,,,,2단계. 시설물 점검
1109,공실,6,석계역,644-211,33,,,,1단계. 사업계획 수립중
1110,네트워크,6,석계역,644-212,33,2022-09-07,2028-02-04,2619948,
1111,공실,6,태릉입구(6)역,645-101,22.97,,,,1단계. 사업계획 수립중
1112,개별(일반),6,태릉입구(6)역,645-103,31.5,2019-10-29,2024-11-27,1290000,
1113,개별(일반),6,태릉입구(6)역,645-104,40,2019-11-12,2024-12-11,1680000,
1114,개별(일반),6,태릉입구(6)역,645-106,36,2021-01-15,2026-03-01,729000,
1115,공실(임대진행),6,태릉입구(6)역,645-109,39,,,,5단계. 입찰공고
1116,네트워크,6,태릉입구(6)역,645-110,78,,,,
1117,공실(임대진행),6,태릉입구(6)역,645-112,38,,,,3단계. 감정평가
1118,개별(일반),6,태릉입구(6)역,645-113,33,2020-07-23,2025-08-22,1483300,
1119,공실,6,태릉입구(6)역,645-114,97,,,,1단계. 사업계획 수립중
1120,네트워크,6,태릉입구(6)역,645-301,27.27,2018-05-12,2023-07-10,2212067,
1121,네트워크,6,화랑대역,646-101,30,2022-02-03,2027-05-04,5423103,
1122,공실,6,화랑대역,646-102,34.6,,,,2단계. 시설물 점검
1123,개별(일반),6,화랑대역,646-103,32,2019-09-23,2024-09-22,1130000,
1124,공실(임대진행),6,화랑대역,646-104,50,,,,3단계. 감정평가
1125,공실(임대진행),6,화랑대역,646-105,30,,,,3단계. 감정평가
1126,개별(일반),6,화랑대역,646-106,28,2020-07-06,2025-08-05,4014800,
1127,네트워크,6,화랑대역,646-107,35,2022-09-07,2028-02-04,873316,
1128,네트워크,6,봉화산역,647-101,47,2022-02-03,2027-05-04,5003894,
1129,공실(임대진행),6,봉화산역,647-103,87,,,,3단계. 감정평가
1130,공실(임대진행),6,봉화산역,647-105,33,,,,3단계. 감정평가
1131,개별(일반),6,봉화산역,647-107,27,2020-07-06,2025-08-05,1130000,
1132,공실(임대진행),7,도봉산역,710-006,36,,,,3단계. 감정평가
1133,개별(일반),7,도봉산역,710-007,44,2020-07-24,2025-08-23,1110000,
1134,개별(일반),7,도봉산역,710-008,38,2020-07-02,2025-08-01,1083300,
1135,개별(대형),7,수락산역,711-102,47.43,2019-05-08,2024-10-11,163900,
1136,개별(일반),7,수락산역,711-201,40.08,2019-12-21,2025-01-19,1150000,
1137,네트워크,7,수락산역,711-202,37.88,2020-02-13,2025-04-12,8858850,
1138,개별(일반),7,수락산역,711-203,56.48,2019-10-29,2024-11-27,1670000,
1139,공실(임대진행),7,수락산역,711-204,44,,,,3단계. 감정평가
1140,공실(임대진행),7,수락산역,711-205,43,,,,3단계. 감정평가
1141,공실(임대진행),7,수락산역,711-206,44,,,,4단계. 방침수립
1142,개별(일반),7,수락산역,711-207,58,2020-07-02,2025-08-01,1767700,
1143,개별(일반),7,마들역,712-101,33,2020-05-29,2025-06-28,466600,
1144,개별(일반),7,마들역,712-102,33,2019-10-29,2024-11-27,500000,
1145,개별(일반),7,마들역,712-105,33,2020-03-02,2025-05-01,2466000,
1146,개별(일반),7,마들역,712-106,33,2020-03-02,2025-05-01,,
1147,개별(일반),7,마들역,712-107,33,2020-03-02,2025-05-01,,
1148,개별(일반),7,마들역,712-108,33,2020-06-15,2025-07-15,500000,
1149,공실(임대진행),7,마들역,712-109,33,,,,3단계. 감정평가
1150,네트워크,7,마들역,712-111,33.11,2020-02-13,2025-04-12,6137560,
1151,네트워크,7,마들역,712-113,230.7,2021-05-07,2026-11-03,2120183,
1152,개별(일반),7,마들역,712-114,33,2020-03-02,2025-05-01,,
1153,개별(일반),7,마들역,712-115,33,2020-03-02,2025-05-01,,
1154,개별(일반),7,마들역,712-116,45,2020-03-02,2025-05-01,,
1155,개별(일반),7,마들역,712-117,35,2020-03-02,2025-05-01,,
1156,개별(일반),7,마들역,712-118,35,2020-03-02,2025-05-01,,
1157,개별(일반),7,마들역,712-119,36,2020-03-02,2025-05-01,,
1158,개별(일반),7,마들역,712-120,31,2020-03-02,2025-05-01,,
1159,개별(일반),7,마들역,712-202,45,2022-08-29,2027-09-28,1700000,
1160,개별(일반),7,마들역,712-203,45,2021-11-23,2026-12-23,1401600,
1161,개별(일반),7,마들역,712-204,20,2020-07-02,2025-08-01,648100,
1162,복합,7,노원(7)역,713-101,36.4,2016-07-08,2026-11-06,27138714,
1163,복합,7,노원(7)역,713-102,29,2016-07-08,2026-11-06,,
1164,복합,7,노원(7)역,713-103,29,2016-07-08,2026-11-06,,
1165,복합,7,노원(7)역,713-104,51,2016-07-08,2026-11-06,,
1166,복합,7,노원(7)역,713-106,24,2016-07-08,2026-11-06,,
1167,복합,7,노원(7)역,713-107,28.3,2016-07-08,2026-11-06,,
1168,복합,7,노원(7)역,713-108,32.5,2016-07-08,2026-11-06,,
1169,복합,7,노원(7)역,713-109,33.6,2016-07-08,2026-11-06,,
1170,복합,7,노원(7)역,713-110,33.6,2016-07-08,2026-11-06,,
1171,복합,7,노원(7)역,713-111,33.6,2016-07-08,2026-11-06,,
1172,복합,7,노원(7)역,713-112,33.6,2016-07-08,2026-11-06,,
1173,복합,7,노원(7)역,713-113,33.6,2016-07-08,2026-11-06,,
1174,복합,7,노원(7)역,713-114,41,2016-07-08,2026-11-06,,
1175,복합,7,노원(7)역,713-115,18,2016-07-08,2026-11-06,,
1176,네트워크,7,노원(7)역,713-116,55.15,2020-02-13,2025-04-12,19781190,
1177,복합,7,노원(7)역,713-117,45,2016-07-08,2026-11-06,,
1178,복합,7,노원(7)역,713-118,33,2016-07-08,2026-11-06,,
1179,개별(일반),7,노원(7)역,713-120,17,2020-07-02,2025-08-01,2560000,
1180,개별(일반),7,노원(7)역,713-121,24,2020-06-29,2025-07-29,2510000,
1181,공실(임대진행),7,노원(7)역,713-202,40,,,,3단계. 감정평가
1182,공실(임대진행),7,노원(7)역,713-203,37,,,,3단계. 감정평가
1183,개별(일반),7,노원(7)역,713-255,52,2020-02-01,2025-01-31,599400,
1184,네트워크,7,중계역,714-101,30.6,2022-09-07,2028-02-04,832939,
1185,개별(대형),7,중계역,714-102,105.6,2019-09-23,2024-09-22,4560000,
1186,네트워크,7,중계역,714-201,32.91,2020-02-13,2025-04-12,8936070,
1187,공실(임대진행),7,중계역,714-204,34,,,,3단계. 감정평가
1188,네트워크,7,중계역,714-205,41,2022-08-01,2027-12-29,929961,
1189,공실(임대진행),7,중계역,714-206,59,,,,3단계. 감정평가
1190,개별(일반),7,하계역,715-101,55.01,2019-12-18,2024-12-17,7260000,
1191,네트워크,7,하계역,715-102,40.8,2020-02-13,2025-04-12,14478750,
1192,개별(일반),7,하계역,715-103,36.57,2019-10-08,2024-11-06,4310000,
1193,공실(임대진행),7,하계역,715-104,65,,,,3단계. 감정평가
1194,네트워크,7,하계역,715-106,32,2022-08-30,2028-01-27,906839,
1195,공실,7,하계역,715-107,32,,,,1단계. 사업계획 수립중
1196,개별(일반),7,하계역,715-108,26,2020-07-01,2025-07-31,2250000,
1197,개별(일반),7,하계역,715-109,70,2020-06-30,2025-07-30,4770000,
1198,네트워크,7,하계역,715-111,33,2022-08-01,2027-12-29,898206,
1199,네트워크,7,공릉역,716-101,29.88,2018-05-09,2023-07-07,1767769,
1200,네트워크,7,공릉역,716-102,28.91,2020-02-13,2025-04-12,7699120,
1201,개별(일반),7,공릉역,716-103,29.42,2019-10-05,2024-11-03,3230000,
1202,개별(일반),7,공릉역,716-104,30,2020-07-01,2025-07-31,2300000,
1203,개별(일반),7,공릉역,716-105,50,2020-07-01,2025-07-31,3600000,
1204,공실(임대진행),7,공릉역,716-106,40,,,,3단계. 감정평가
1205,네트워크,7,태릉입구(7)역,717-102,37.14,2020-02-13,2025-04-12,9603880,
1206,네트워크,7,태릉입구(7)역,717-105,31,2022-08-30,2028-01-27,718035,
1207,공실(임대진행),7,태릉입구(7)역,717-112,33,,,,3단계. 감정평가
1208,개별(일반),7,태릉입구(7)역,717-302,59,2018-02-23,2023-03-24,8630000,
1209,개별(일반),7,태릉입구(7)역,717-303,59,2018-02-23,2023-03-24,8630000,
1210,네트워크,7,태릉입구(7)역,717-304,50,2022-08-01,2027-12-29,1020689,
1211,네트워크,7,태릉입구(7)역,717-305,40,,,,
1212,개별(일반),7,태릉입구(7)역,717-307,45,2020-07-23,2025-08-22,2033300,
1213,공실(임대진행),7,먹골역,718-101,48,,,,3단계. 감정평가
1214,네트워크,7,먹골역,718-109,34,2022-08-30,2028-01-27,814212,
1215,네트워크,7,먹골역,718-201,24.38,2020-02-13,2025-04-12,6181890,
1216,공실(임대진행),7,먹골역,718-202,58,,,,3단계. 감정평가
1217,공실(임대진행),7,먹골역,718-203,57,,,,3단계. 감정평가
1218,공실(임대진행),7,먹골역,718-205,35,,,,3단계. 감정평가
1219,공실(임대진행),7,먹골역,718-206,35,,,,3단계. 감정평가
1220,네트워크,7,중화역,719-101,29.7,2020-02-13,2025-04-12,7671950,
1221,개별(일반),7,중화역,719-102,39.02,2020-03-12,2025-04-11,3560000,
1222,복합,7,중화역,719-103,28.43,2022-06-19,2027-06-18,8753436,
1223,복합,7,중화역,719-104,39.57,2022-06-19,2027-06-18,,
1224,복합,7,중화역,719-105,37.38,2022-06-19,2027-06-18,,
1225,복합,7,중화역,719-106,95.23,2022-06-19,2027-06-18,,
1226,개별(일반),7,중화역,719-109,30,2020-04-17,2025-05-17,2789300,
1227,공실(임대진행),7,중화역,719-112,44,,,,3단계. 감정평가
1228,공실,7,중화역,719-113,50,,,,1단계. 사업계획 수립중
1229,네트워크,7,중화역,719-114,18,2022-08-30,2028-01-27,855144,
1230,공실,7,중화역,719-115,45,,,,2단계. 시설물 점검
1231,공실,7,중화역,719-202,70,,,,1단계. 사업계획 수립중
1232,공실,7,중화역,719-203,50,,,,1단계. 사업계획 수립중
1233,네트워크,7,상봉역,720-102,60,,,,
1234,개별(일반),7,상봉역,720-201,43.09,2018-09-28,2023-11-26,4246900,
1235,네트워크,7,상봉역,720-202,45.48,2020-02-13,2025-04-12,13788060,
1236,공실(임대진행),7,상봉역,720-203,74,,,,5단계. 입찰공고
1237,공실,7,상봉역,720-205,52,,,,1단계. 사업계획 수립중
1238,공실,7,상봉역,720-206,78,,,,2단계. 시설물 점검
1239,네트워크,7,면목역,721-101,29,2018-05-09,2023-07-07,2132026,
1240,네트워크,7,면목역,721-102,36.08,2020-02-13,2025-04-12,10569130,
1241,개별(일반),7,면목역,721-103,32,2020-06-08,2025-07-08,4500000,
1242,개별(일반),7,면목역,721-104,16.8,2019-09-20,2024-10-19,1850000,
1243,복합,7,면목역,721-105,24,2022-08-22,2028-01-19,1475751,
1244,복합,7,면목역,721-106,78,2022-08-22,2028-01-19,4801866,
1245,복합,7,면목역,721-108,52,2022-08-22,2028-01-19,2281738,
1246,복합,7,면목역,721-109,53,2022-08-22,2028-01-19,2327146,
1247,복합,7,면목역,721-110,107,2022-08-22,2028-01-19,4699699,
1248,개별(일반),7,면목역,721-301,64,2019-09-23,2024-09-22,4500300,
1249,복합,7,면목역,721-302,45.56,2022-06-19,2027-06-18,5856569,
1250,복합,7,면목역,721-303,55.05,2022-06-19,2027-06-18,,
1251,복합,7,면목역,721-304,16.93,2022-06-19,2027-06-18,,
1252,복합,7,면목역,721-305,16.68,2022-06-19,2027-06-18,,
1253,공실(임대진행),7,사가정역,722-102,58,,,,4단계. 방침수립
1254,공실(임대진행),7,사가정역,722-103,112,,,,4단계. 방침수립
1255,공실(임대진행),7,사가정역,722-104,46,,,,4단계. 방침수립
1256,개별(일반),7,사가정역,722-301,21.9,2019-05-21,2024-06-19,233500,
1257,네트워크,7,사가정역,722-302,32.21,2020-02-13,2025-04-12,11204050,
1258,복합,7,사가정역,722-303,26.03,2022-06-19,2027-06-18,10260995,
1259,복합,7,사가정역,722-304,25.64,2022-06-19,2027-06-18,,
1260,복합,7,사가정역,722-305,106.54,2022-06-19,2027-06-18,,
1261,복합,7,사가정역,722-306,41.82,2022-06-19,2027-06-18,,
1262,복합,7,사가정역,722-307,35.13,2022-06-19,2027-06-18,,
1263,네트워크,7,사가정역,722-309,93,2022-07-18,2027-10-16,9090023,
1264,네트워크,7,용마산역,723-101,28.8,2020-02-13,2025-04-12,5070780,
1265,공실(임대진행),7,용마산역,723-105,66,,,,3단계. 감정평가
1266,개별(일반),7,용마산역,723-106,36,2020-11-18,2025-12-18,1382400,
1267,개별(일반),7,용마산역,723-107,35,2020-11-18,2025-12-18,,
1268,공실,7,용마산역,723-301,55,,,,2단계. 시설물 점검
1269,네트워크,7,용마산역,723-302,55,2022-08-01,2027-12-29,1309883,
1270,개별(일반),7,용마산역,723-303,58,2020-11-18,2025-12-18,,
1271,네트워크,7,중곡역,724-101,35.16,2020-02-13,2025-04-12,5995990,
1272,개별(일반),7,중곡역,724-201,46.99,2020-10-23,2025-11-22,2500300,
1273,공실,7,중곡역,724-202,46,,,,2단계. 시설물 점검
1274,공실,7,중곡역,724-203,14,,,,1단계. 사업계획 수립중
1275,네트워크,7,군자(7)역,725-101,54.82,2020-02-13,2025-04-12,14890590,
1276,개별(일반),7,군자(7)역,725-102,43,2021-11-25,2026-12-25,3180000,
1277,공실,7,군자(7)역,725-104,50,,,,1단계. 사업계획 수립중
1278,공실(임대진행),7,군자(7)역,725-105,55,,,,3단계. 감정평가
1279,네트워크,7,군자(7)역,725-301,33.9,2018-05-12,2023-07-10,2618429,
1280,네트워크,7,군자(7)역,725-302,86.95,2018-05-09,2023-07-07,3196209,
1281,공실(임대진행),7,군자(7)역,725-303,32.7,,,,4단계. 방침수립
1282,네트워크,7,군자(7)역,725-304,20,2021-02-25,2026-04-26,4336640,
1283,네트워크,7,군자(7)역,725-305,24.24,,,,
1284,개별(일반),7,군자(7)역,725-306,23.5,2019-12-21,2025-01-19,5032000,
1285,공실,7,군자(7)역,725-307,33,,,,1단계. 사업계획 수립중
1286,공실,7,군자(7)역,725-308,27,,,,2단계. 시설물 점검
1287,공실(임대진행),7,군자(7)역,725-309,31,,,,5단계. 입찰공고
1288,네트워크,7,군자(7)역,725-310,27,,,,
1289,네트워크,7,어린이대공원역,726-101,35.6,2020-02-13,2025-04-12,12632620,
1290,공실(임대진행),7,어린이대공원역,726-102,18.48,,,,3단계. 감정평가
1291,공실(임대진행),7,어린이대공원역,726-103,34.61,,,,3단계. 감정평가
1292,공실(임대진행),7,어린이대공원역,726-104,70,,,,3단계. 감정평가
1293,공실(임대진행),7,어린이대공원역,726-105,60,,,,3단계. 감정평가
1294,공실(임대진행),7,어린이대공원역,726-201,37,,,,3단계. 감정평가
1295,공실(임대진행),7,어린이대공원역,726-202,37,,,,3단계. 감정평가
1296,공실(임대진행),7,어린이대공원역,726-203,56,,,,3단계. 감정평가
1297,공실(임대진행),7,어린이대공원역,726-204,46,,,,3단계. 감정평가
1298,공실(임대진행),7,어린이대공원역,726-205,30,,,,3단계. 감정평가
1299,공실(임대진행),7,어린이대공원역,726-206,22,,,,3단계. 감정평가
1300,개별(대형),7,건대입구(7)역,727-101,867.64,2020-09-15,2025-09-14,18989000,
1301,개별(일반),7,건대입구(7)역,727-201,76,2020-01-09,2025-02-07,25650000,
1302,네트워크,7,건대입구(7)역,727-202,37.36,2020-02-13,2025-04-12,13409110,
1303,공실(임대진행),7,건대입구(7)역,727-204,75,,,,3단계. 감정평가
1304,공실(임대진행),7,건대입구(7)역,727-205,30,,,,3단계. 감정평가
1305,공실(임대진행),7,건대입구(7)역,727-206,29,,,,3단계. 감정평가
1306,공실(임대진행),7,건대입구(7)역,727-301,26,,,,5단계. 입찰공고
1307,공실(임대진행),7,건대입구(7)역,727-302,32,,,,4단계. 방침수립
1308,네트워크,7,뚝섬유원지역,728-001,29.89,2020-02-13,2025-04-12,5262400,
1309,공실,7,청담역,729-103,33,,,,1단계. 사업계획 수립중
1310,공실,7,청담역,729-301,69.7,,,,1단계. 사업계획 수립중
1311,개별(일반),7,청담역,729-303,97.44,2017-09-01,2022-10-31,2819712,
1312,네트워크,7,청담역,729-306,65.36,2021-02-25,2026-04-26,3417040,
1313,개별(일반),7,청담역,729-307,37.11,2021-03-18,2026-04-17,1500200,
1314,네트워크,7,청담역,729-308,52.34,2020-02-13,2025-04-12,16639480,
1315,개별(일반),7,청담역,729-326,35.2,2019-09-23,2024-09-22,1301600,
1316,공실(임대진행),7,청담역,729-327,154.27,,,,3단계. 감정평가
1317,공실,7,청담역,729-331,25,,,,1단계. 사업계획 수립중
1318,공실,7,청담역,729-332,43,,,,1단계. 사업계획 수립중
1319,네트워크,7,청담역,729-333,55,2022-08-01,2027-12-29,3305896,
1320,공실(임대진행),7,청담역,729-334,35,,,,5단계. 입찰공고
1321,네트워크,7,청담역,729-335,43,2022-08-01,2027-12-29,1999415,
1322,공실,7,청담역,729-340,99,,,,1단계. 사업계획 수립중
1323,공실(임대진행),7,청담역,729-377,25,,,,3단계. 감정평가
1324,네트워크,7,강남구청역,730-101,63.8,2020-02-13,2025-04-12,16140410,
1325,개별(대형),7,강남구청역,730-102,355.7,2019-04-22,2024-07-20,4901000,
1326,복합,7,강남구청역,730-103,472,2021-06-14,2026-09-12,16671500,
1327,복합,7,강남구청역,730-104,,2021-06-14,2026-09-12,,
1328,복합,7,강남구청역,730-105,,2021-06-14,2026-09-12,,
1329,복합,7,강남구청역,730-106,,2021-06-14,2026-09-12,,
1330,복합,7,강남구청역,730-107,,2021-06-14,2026-09-12,,
1331,복합,7,강남구청역,730-108,,2021-06-14,2026-09-12,,
1332,복합,7,강남구청역,730-109,,2021-06-14,2026-09-12,,
1333,복합,7,강남구청역,730-110,,2021-06-14,2026-09-12,,
1334,개별(일반),7,강남구청역,730-111,22,2019-04-19,2026-01-13,3010000,
1335,네트워크,7,강남구청역,730-202,57,2018-05-09,2023-07-07,4388000,
1336,공실,7,강남구청역,730-204,9.2,,,,2단계. 시설물 점검
1337,개별(일반),7,강남구청역,730-205,28,2019-10-24,2024-11-22,2000000,
1338,공실(임대진행),7,강남구청역,730-206,55,,,,5단계. 입찰공고
1339,공실(임대진행),7,강남구청역,730-207,30,,,,3단계. 감정평가
1340,공실(임대진행),7,강남구청역,730-210,41,,,,3단계. 감정평가
1341,공실(임대진행),7,강남구청역,730-211,41,,,,5단계. 입찰공고
1342,공실(임대진행),7,학동역,731-102,16,,,,3단계. 감정평가
1343,네트워크,7,학동역,731-201,55.45,2020-02-13,2025-04-12,15504060,
1344,개별(일반),7,학동역,731-202,16.4,2018-08-14,2023-09-12,2106500,
1345,개별(일반),7,학동역,731-203,17.54,2019-12-21,2025-01-19,4680000,
1346,개별(일반),7,학동역,731-205,31.39,2020-02-24,2025-03-25,2683000,
1347,개별(일반),7,학동역,731-206,29.44,2019-09-20,2024-10-19,4001000,
1348,네트워크,7,학동역,731-208,58,2018-05-09,2023-07-07,4244489,
1349,개별(일반),7,학동역,731-209,68.55,2022-07-08,2027-08-07,3800000,
1350,공실(임대진행),7,학동역,731-210,51,,,,4단계. 방침수립
1351,공실(임대진행),7,학동역,731-211,25,,,,4단계. 방침수립
1352,네트워크,7,학동역,731-212,44,2022-07-18,2027-10-16,7619428,
1353,공실(임대진행),7,학동역,731-213,41,,,,4단계. 방침수립
1354,공실(임대진행),7,학동역,731-214,42,,,,4단계. 방침수립
1355,공실(임대진행),7,학동역,731-215,41,,,,4단계. 방침수립
1356,공실(임대진행),7,학동역,731-216,21,,,,4단계. 방침수립
1357,개별(일반),7,논현역,732-102,63.44,2019-12-10,2025-01-08,5606500,
1358,개별(일반),7,논현역,732-103,37.8,2022-04-28,2027-05-28,2910000,
1359,네트워크,7,논현역,732-104,44.65,2020-02-13,2025-04-12,13317590,
1360,공실(임대진행),7,논현역,732-105,33.6,,,,3단계. 감정평가
1361,공실(임대진행),7,논현역,732-107,35,,,,3단계. 감정평가
1362,공실,7,논현역,732-108,29,,,,2단계. 시설물 점검
1363,네트워크,7,논현역,732-201,29.92,2021-09-06,2026-11-05,3906413,
1364,개별(일반),7,논현역,732-202,30,2018-02-23,2023-03-24,6820000,
1365,네트워크,7,논현역,732-203,23,2020-12-23,2026-03-23,2077017,
1366,공실(임대진행),7,논현역,732-207,50,,,,3단계. 감정평가
1367,공실(임대진행),7,논현역,732-208,50,,,,3단계. 감정평가
1368,공실(임대진행),7,논현역,732-209,33,,,,3단계. 감정평가
1369,공실(임대진행),7,논현역,732-210,25,,,,3단계. 감정평가
1370,공실(임대진행),7,논현역,732-212,75,,,,3단계. 감정평가
1371,복합,7,반포역,733-102,277.14,2017-12-02,2023-03-01,,
1372,복합,7,반포역,733-103,75.48,2017-12-02,2023-03-01,,
1373,복합,7,반포역,733-111,1260.58,2017-12-02,2023-03-01,15229200,
1374,복합,7,반포역,733-112,,2017-12-02,2023-03-01,,
1375,복합,7,반포역,733-113,,2017-12-02,2023-03-01,,
1376,복합,7,반포역,733-114,,2017-12-02,2023-03-01,,
1377,복합,7,반포역,733-115,,2017-12-02,2023-03-01,,
1378,개별(일반),7,반포역,733-138,40,2020-06-04,2025-07-04,2700000,
1379,네트워크,7,반포역,733-154,40.36,2020-02-13,2025-04-12,7854990,
1380,공실(임대진행),7,반포역,733-156,30,,,,3단계. 감정평가
1381,공실(임대진행),7,반포역,733-201,43,,,,3단계. 감정평가
1382,공실,7,반포역,733-202,42,,,,2단계. 시설물 점검
1383,개별(일반),7,고속터미널(7)역,734-101,556,2021-01-05,2026-04-05,6666600,
1384,공실(임대진행),7,고속터미널(7)역,734-140,95,,,,5단계. 입찰공고
1385,개별(일반),7,고속터미널(7)역,734-201,44,2019-06-25,2024-07-24,3020000,
1386,복합,7,고속터미널(7)역,734-202,123.69,2017-06-09,2022-11-06,145000000,
1387,복합,7,고속터미널(7)역,734-203,,2017-06-09,2022-11-06,,
1388,복합,7,고속터미널(7)역,734-204,,2017-06-09,2022-11-06,,
1389,복합,7,고속터미널(7)역,734-205,44.31,2017-06-09,2022-11-06,,
1390,복합,7,고속터미널(7)역,734-206,62.77,2017-06-09,2022-11-06,,
1391,복합,7,고속터미널(7)역,734-207,,2017-06-09,2022-11-06,,
1392,복합,7,고속터미널(7)역,734-208,,2017-06-09,2022-11-06,,
1393,개별(일반),7,고속터미널(7)역,734-209,360,2022-08-12,2027-08-11,4750000,
1394,복합,7,고속터미널(7)역,734-210,231.28,2017-06-09,2022-11-06,,
1395,복합,7,고속터미널(7)역,734-211,,2017-06-09,2022-11-06,,
1396,복합,7,고속터미널(7)역,734-212,,2017-06-09,2022-11-06,,
1397,복합,7,고속터미널(7)역,734-213,,2017-06-09,2022-11-06,,
1398,복합,7,고속터미널(7)역,734-214,376.56,2017-06-09,2022-11-06,,
1399,네트워크,7,고속터미널(7)역,734-215,60.27,2020-02-13,2025-04-12,23453430,
1400,네트워크,7,고속터미널(7)역,734-216,71.53,2021-09-06,2026-11-05,7914283,
1401,개별(일반),7,내방역,735-101,45,2022-08-26,2027-09-25,3850000,
1402,네트워크,7,내방역,735-103,62.21,2020-02-13,2025-04-12,15240940,
1403,개별(일반),7,내방역,735-201,30.78,2022-06-09,2027-07-09,2179000,
1404,공실(임대진행),7,내방역,735-202,34,,,,3단계. 감정평가
1405,네트워크,7,내방역,735-203,28,2022-08-01,2027-12-29,1619492,
1406,네트워크,7,내방역,735-204,28,2022-07-18,2027-10-16,3967708,
1407,개별(대형),7,이수(7)역,736-101,592,2018-12-20,2024-04-18,10552300,
1408,개별(일반),7,이수(7)역,736-102,48,2022-05-04,2027-06-03,540000,
1409,공실,7,이수(7)역,736-103,51,,,,2단계. 시설물 점검
1410,공실,7,이수(7)역,736-104,51,,,,2단계. 시설물 점검
1411,공실,7,이수(7)역,736-112,74,,,,2단계. 시설물 점검
1412,공실(임대진행),7,이수(7)역,736-301,24.01,,,,5단계. 입찰공고
1413,공실,7,이수(7)역,736-302,38.02,,,,1단계. 사업계획 수립중
1414,공실(임대진행),7,이수(7)역,736-303,129.35,,,,3단계. 감정평가
1415,네트워크,7,이수(7)역,736-307,54.05,2020-02-13,2025-04-12,14677520,
1416,개별(일반),7,이수(7)역,736-308,9.84,2020-03-02,2025-04-01,2250000,
1417,네트워크,7,이수(7)역,736-310,27.22,2021-02-25,2026-04-26,4532176,
1418,공실(임대진행),7,이수(7)역,736-311,74.41,,,,3단계. 감정평가
1419,네트워크,7,이수(7)역,736-313,22.5,2018-11-27,2024-01-25,1865751,
1420,공실,7,이수(7)역,736-315,64,,,,1단계. 사업계획 수립중
1421,공실,7,이수(7)역,736-316,35,,,,1단계. 사업계획 수립중
1422,공실,7,이수(7)역,736-317,25,,,,1단계. 사업계획 수립중
1423,네트워크,7,남성역,737-101,45.25,2020-02-13,2025-04-12,9788350,
1424,공실(임대진행),7,남성역,737-204,15,,,,3단계. 감정평가
1425,공실(임대진행),7,남성역,737-205,50,,,,3단계. 감정평가
1426,네트워크,7,숭실대입구역,738-101,39.29,2020-02-13,2025-04-12,9835540,
1427,네트워크,7,숭실대입구역,738-102,22.02,2021-09-06,2026-11-05,3552070,
1428,네트워크,7,숭실대입구역,738-201,37,2018-05-09,2023-07-07,2373626,
1429,네트워크,7,숭실대입구역,738-202,35.7,2022-08-01,2027-12-29,1781442,
1430,개별(일반),7,숭실대입구역,738-203,42,2018-11-20,2023-12-19,1300000,
